gutenberg_id	title	author	sentence
1342	Pride and Prejudice	Jane Austen	But with _me_, it is not so
1342	Pride and Prejudice	Jane Austen	Her father had most cruelly mortified her by what he said of Mr
345	Dracula	Bram Stoker	I write this now as I am not sleepy, though I must try again
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Black Jack of Ballarat was the name I went under, and our party is still remembered in the colony as the Ballarat Gang
1342	Pride and Prejudice	Jane Austen	But this idea was soon banished, and her spirits were very differently affected, when, to her utter amazement, she saw Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	As it is an open secret that the Duke of Balmoral has been compelled to sell his pictures within the last few years, and as Lord St
345	Dracula	Bram Stoker	Peter Hawkins, Exeter, to say, with his dutiful respects, that he is sorry for his delay, and that all of his work is completed
1342	Pride and Prejudice	Jane Austen	Collins had only to change from Jane to Elizabeth--and it was soon done--done while Mrs
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I did not gain very much, however, by my inspection
345	Dracula	Bram Stoker	She was fast asleep, and by her, seated on the window-sill, was something that looked like a good-sized bird
11	Alice's Adventures in Wonderland	Lewis Carroll	Would not, could not, would not, could not, could not join the dance
1342	Pride and Prejudice	Jane Austen	I was right, therefore; my last letter had never reached her
1342	Pride and Prejudice	Jane Austen	But do you think she would be prevailed on to go back with us
345	Dracula	Bram Stoker	Behind us he closed the door and locked it
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I think that the change would do you good, and you are always so interested in Mr
345	Dracula	Bram Stoker	I went down even into the vaults, where the dim light struggled, although to do so was a dread to my very soul
1342	Pride and Prejudice	Jane Austen	As for myself, it is many, many years since I first began to think of him in a very different manner
1342	Pride and Prejudice	Jane Austen	In spite of having been at St
345	Dracula	Bram Stoker	_Secondly_ we must see, as well as we can surmise it from the facts we know of, what he has done here
345	Dracula	Bram Stoker	There on the bed, seemingly in a swoon, lay poor Lucy, more horribly white and wan-looking than ever
345	Dracula	Bram Stoker	He wore a look of stern sadness and infinite pity
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It had only lain there a few days
1342	Pride and Prejudice	Jane Austen	You do not look well
345	Dracula	Bram Stoker	We are here; and whilst this is close to you no foul thing can approach
345	Dracula	Bram Stoker	I wish I could fathom his mind
345	Dracula	Bram Stoker	We found Hildesheim in his office, a Hebrew of rather the Adelphi Theatre type, with a nose like a sheep, and a fez
345	Dracula	Bram Stoker	Hawkins had entrusted to me
1342	Pride and Prejudice	Jane Austen	The first part of Mrs
345	Dracula	Bram Stoker	But, indeed, indeed we cannot say what we shall do
345	Dracula	Bram Stoker	My journey is all mapped out, and my luggage ready
345	Dracula	Bram Stoker	Well, now I promise you that when I am done with him you shall kiss him at your will
345	Dracula	Bram Stoker	You are now in the bitter waters, my child
1342	Pride and Prejudice	Jane Austen	And there is something of dignity in his countenance, that would not give one an unfavourable idea of his heart
345	Dracula	Bram Stoker	The friends of the dead will all be gone by two, and when the sexton lock the gate we shall remain
345	Dracula	Bram Stoker	We shall in future be able to ease his bonds for a few hours each day
1342	Pride and Prejudice	Jane Austen	She is a handsome girl, about fifteen or sixteen, and, I understand, highly accomplished
345	Dracula	Bram Stoker	My fears, however, were groundless, for he held up his two hands imploringly, and made his petition in a moving manner
345	Dracula	Bram Stoker	And since so, do we not see our duty
345	Dracula	Bram Stoker	But I cannot sleep--how can I with the terrible danger hanging over my darling, and her going out into that awful place
345	Dracula	Bram Stoker	Our enemy is at his most helpless; and if we can come on him by day, on the water, our task will be over
1342	Pride and Prejudice	Jane Austen	Jane was so admired, nothing could be like it
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Jabez Wilson started up in his chair, with his forefinger upon the paper, but his eyes upon my companion
1342	Pride and Prejudice	Jane Austen	Kitty and Lydia were far from envying Miss Lucas, for Mr
1342	Pride and Prejudice	Jane Austen	The promised letter of thanks from Mr
345	Dracula	Bram Stoker	I wonder where Mina is now, and Van Helsing
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Swiftly I threw off my clothes, pulled on those of a beggar, and put on my pigments and wig
345	Dracula	Bram Stoker	The only light was the flickering rays of our own lamps, in which the steam from our hard-driven horses rose in a white cloud
1342	Pride and Prejudice	Jane Austen	This information, however, startled Mrs
1342	Pride and Prejudice	Jane Austen	Girls, can I do anything for you in Meryton
345	Dracula	Bram Stoker	I shall look up Thomas Snelling to-day
11	Alice's Adventures in Wonderland	Lewis Carroll	The Cat seemed to think that there was enough of it now in sight, and no more of it appeared
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	This woman might, for all I knew, be a monomaniac
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The distinction is clear
345	Dracula	Bram Stoker	Were death, or the fear of death, the only thing that stood in the way I would not shrink to die here, now, amidst the friends who love me
345	Dracula	Bram Stoker	I will bring up my bag
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	At my cry he dropped it from his grasp and turned as pale as death
1342	Pride and Prejudice	Jane Austen	Have you had any flirting
1342	Pride and Prejudice	Jane Austen	I shall like it of all things
345	Dracula	Bram Stoker	There were a few feathers about the room and on his pillow a drop of blood
345	Dracula	Bram Stoker	She have yet no life taken, though that is of time; and to act now would be to take danger from her for ever
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Holmes, and I soon had a pretty good plan of the whole house in my head
345	Dracula	Bram Stoker	Ah, it is the fault of our science that it wants to explain all; and if it explain not, then it says there is nothing to explain
345	Dracula	Bram Stoker	After all, however, there is nothing like custom, for neither Bilder nor his wife thought any more of the wolf than I should of a dog
1342	Pride and Prejudice	Jane Austen	For a few moments, indeed, she felt that he would probably strike into some other path
345	Dracula	Bram Stoker	He did not come at once into the library, so I went cautiously to my own room and found him making the bed
345	Dracula	Bram Stoker	Such a dream at the present time would become woven into their fears for me
